event_id,trace_id,thread_id,occurred_at,actor,phase,payload,latency_ms,token_count,confidence,risk,path,verdict
8f80dc6a-4bd5-4346-9608-d59033a63c74,6ec8b2f5-fca9-46e6-9d6a-467f24208c59,758,2026-01-16 20:04:29.674233+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 189}",,,,,,
78a534fa-77da-4b3e-a22a-027b1fd1ebac,da8fed71-31d7-4a10-807a-38eb817e13b1,758,2026-01-16 20:05:30.920691+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 21}",,,,,,
76bc43dc-004e-4ecc-91ed-7a191d01bdb9,da8fed71-31d7-4a10-807a-38eb817e13b1,758,2026-01-16 20:05:30.943872+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.34,,NORMAL,APPROVE
50927172-b33a-4154-8770-8f929078572d,unknown,,2026-01-16 20:05:31.259703+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
02ec8a39-28d3-4668-97c7-4e09893cb8a7,unknown,,2026-01-16 20:05:35.964422+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
fdf29096-af1f-4e96-bfc4-f30ac2fab4c9,da8fed71-31d7-4a10-807a-38eb817e13b1,758,2026-01-16 20:05:38.496728+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 266}",,,,,,
65b3db56-1311-49d2-ba5c-19783630c3bf,5c77fb9b-5d8b-45c6-947c-0670fe95c027,758,2026-01-16 21:06:46.277385+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 7}",,,,,,
cfae3fdc-b1bd-4d34-9766-6b2b5a2bc445,5c77fb9b-5d8b-45c6-947c-0670fe95c027,758,2026-01-16 21:06:46.297922+09,YUA,decision,"{""anchors"": [], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.7,,NORMAL,APPROVE
7658a0ca-6e91-4225-a1bb-f1f7c8a6cc68,unknown,,2026-01-16 21:06:47.870726+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
153888d8-d112-4fe3-a377-e6026342b30b,unknown,,2026-01-16 21:06:52.960855+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
cc9e578a-f6c2-42e5-aa38-b4e235dcd7ca,5c77fb9b-5d8b-45c6-947c-0670fe95c027,758,2026-01-16 21:06:57.761081+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 258}",,,,,,
3c7d04ee-269a-4f4f-9686-5d43d88b20a0,6a9066de-6ffe-41a0-8892-9518c6cfaa21,758,2026-01-16 21:07:22.067009+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 12}",,,,,,
b89068e6-6c5a-4591-9aa9-4a6329c9f429,6a9066de-6ffe-41a0-8892-9518c6cfaa21,758,2026-01-16 21:07:22.091234+09,YUA,decision,"{""anchors"": [], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.7,,NORMAL,APPROVE
d67c9578-e607-4397-934a-6af7e206099f,unknown,,2026-01-16 21:07:23.271409+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
6d1b64b5-6bc0-404f-971f-9d87f5ec40a8,unknown,,2026-01-16 21:07:26.41733+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
70ab1965-1bd1-4504-9e58-2b9db0d64229,6a9066de-6ffe-41a0-8892-9518c6cfaa21,758,2026-01-16 21:07:30.481375+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 110}",,,,,,
f86fd607-7738-4ffe-9b89-d017d51ab82a,8167855d-a0b9-4bd1-8697-8be22d49b047,758,2026-01-16 21:21:31.551507+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 7}",,,,,,
22eb93ec-b40d-4c62-a6b1-6222a02ae6c3,8167855d-a0b9-4bd1-8697-8be22d49b047,758,2026-01-16 21:21:31.591663+09,YUA,decision,"{""anchors"": [], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.7,,NORMAL,APPROVE
5ff85b49-c969-4d81-a5fe-ab621bbb0502,unknown,,2026-01-16 21:21:33.071591+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
5cca6935-dddb-4e50-a9eb-f41dfca73293,unknown,,2026-01-16 21:21:37.210957+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
39272c2c-4536-41e4-9547-fdc6326db563,8167855d-a0b9-4bd1-8697-8be22d49b047,758,2026-01-16 21:21:39.286743+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 228}",,,,,,
61609fb8-bebe-466f-bfb5-53dcb69fe9af,44716c62-4cbf-4930-b65d-9c7ba2a918d2,758,2026-01-16 21:21:52.781413+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 2}",,,,,,
b20c1bf7-11d1-4ad6-bdfa-73390b9c91fd,44716c62-4cbf-4930-b65d-9c7ba2a918d2,758,2026-01-16 21:21:52.816612+09,YUA,decision,"{""anchors"": [], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.7,,NORMAL,APPROVE
0ae1d040-1088-473f-a120-952bf2c8240e,unknown,,2026-01-16 21:21:53.151251+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
1e3514c9-bf08-4d9c-856f-e3455c0ac247,44716c62-4cbf-4930-b65d-9c7ba2a918d2,758,2026-01-16 21:21:54.956669+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 19}",,,,,,
d9fa7e46-2f11-46c0-a3e4-8a6b663733a9,1bee1a3e-34d0-436d-bfd1-d868a0c53026,758,2026-01-16 21:23:00.160931+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 10}",,,,,,
e57bfad1-2795-4d4d-818a-cbdb215bae71,1bee1a3e-34d0-436d-bfd1-d868a0c53026,758,2026-01-16 21:23:00.181274+09,YUA,decision,"{""anchors"": [], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.7,,SEARCH,APPROVE
9e40848a-b4a2-4a6e-be7e-015bb581c023,unknown,,2026-01-16 21:23:00.494024+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
6561b51c-282f-4d7f-9d37-8207a8b23438,unknown,,2026-01-16 21:23:03.482891+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
70637ecf-3fb9-4584-aa46-e748e70e3a47,1bee1a3e-34d0-436d-bfd1-d868a0c53026,758,2026-01-16 21:23:05.791778+09,YUA,generation,"{""mode"": ""SEARCH"", ""outmode"": ""SEARCH"", ""answerLength"": 74}",,,,,,
cc844eaf-6f3b-45ab-b137-6f3c17d95cc7,0891b75f-3f07-4720-abdf-a723e731fbd6,758,2026-01-16 21:23:25.027864+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 32}",,,,,,
f02e4eef-0b27-4494-8bd7-0e167df7cf93,0891b75f-3f07-4720-abdf-a723e731fbd6,758,2026-01-16 21:23:25.040667+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.34,,SEARCH,APPROVE
5c2dc0b7-31ac-4456-b842-d0d427d3542e,unknown,,2026-01-16 21:23:25.332745+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
580765c5-9797-4da6-84ad-bc8afbe776be,unknown,,2026-01-16 21:23:30.191648+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
0a964cb4-b1ea-4fd0-b4e1-9d9b559e70be,0891b75f-3f07-4720-abdf-a723e731fbd6,758,2026-01-16 21:23:33.221702+09,YUA,generation,"{""mode"": ""SEARCH"", ""outmode"": ""SEARCH"", ""answerLength"": 174}",,,,,,
92b79347-ef49-4419-b88c-157020c7f836,45fc641d-c8f2-4437-9a7b-15b42e96f656,758,2026-01-16 21:23:44.860047+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 40}",,,,,,
f6dcf3f9-5399-445f-ada1-56df6a513fe3,45fc641d-c8f2-4437-9a7b-15b42e96f656,758,2026-01-16 21:23:44.872256+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.36,,SEARCH,APPROVE
b3e3ac5e-3fc1-4f94-b1bb-a2a13f5a5a79,unknown,,2026-01-16 21:23:45.143478+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
f669822e-7f43-4322-8c95-1df29a711825,unknown,,2026-01-16 21:23:51.511561+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
9b931de2-b569-4302-a612-2d9b4b7e9a95,unknown,,2026-01-16 21:24:00.41891+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
95c4cede-bbb0-48f1-af7d-8b1e1a19d234,45fc641d-c8f2-4437-9a7b-15b42e96f656,758,2026-01-16 21:24:05.867706+09,YUA,generation,"{""mode"": ""SEARCH"", ""outmode"": ""SEARCH"", ""answerLength"": 315}",,,,,,
68d51837-b35b-4473-9512-0c172a294d86,061b0ad5-022e-4814-a842-80201a5900c0,758,2026-01-16 21:29:33.782631+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 27}",,,,,,
0e8ac5c6-965d-4ce9-ba2e-284e0ad814bc,061b0ad5-022e-4814-a842-80201a5900c0,758,2026-01-16 21:29:33.812505+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.35,,SEARCH,APPROVE
3dcb459b-18b0-42cd-b6f6-f9ac3179d884,unknown,,2026-01-16 21:29:35.370986+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
e3d170c4-7ea0-4578-86f1-f1e036e43a77,unknown,,2026-01-16 21:29:43.67655+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
495fd309-fe16-4058-8235-cc17119d5629,061b0ad5-022e-4814-a842-80201a5900c0,758,2026-01-16 21:29:45.739688+09,YUA,generation,"{""mode"": ""SEARCH"", ""outmode"": ""SEARCH"", ""answerLength"": 508}",,,,,,
a8554e07-3f35-4124-bc58-ef12e8cb4207,e9bd7023-03ad-4367-832a-d2ca906c09ec,758,2026-01-16 21:31:06.893414+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 22}",,,,,,
64c57c59-c2f6-4125-adda-6f302342ca2a,e9bd7023-03ad-4367-832a-d2ca906c09ec,758,2026-01-16 21:31:06.912412+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.34,,SEARCH,APPROVE
06d42129-a5ed-4682-b924-7616ec0fbb83,unknown,,2026-01-16 21:31:07.224491+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
6db4a363-863f-491b-a675-69d3c29ef6ce,unknown,,2026-01-16 21:31:10.730202+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
b9503490-65e1-4fdf-b951-2097dac0ca6e,unknown,,2026-01-16 21:31:17.572283+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
84c5a526-c9f7-420f-a2a5-6efd7b8b4f80,e9bd7023-03ad-4367-832a-d2ca906c09ec,758,2026-01-16 21:31:19.931391+09,YUA,generation,"{""mode"": ""SEARCH"", ""outmode"": ""SEARCH"", ""answerLength"": 182}",,,,,,
817a2c83-6061-4c5a-bd09-ebecca3d9075,fdc45e84-37c6-4c74-b542-10fae66fce83,758,2026-01-16 21:56:50.052132+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 22}",,,,,,
e1654a04-e659-4449-9e21-9707d926fa5f,fdc45e84-37c6-4c74-b542-10fae66fce83,758,2026-01-16 21:56:50.092734+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.34,,SEARCH,APPROVE
6865be8d-0db6-46a7-8746-accb820f3f2d,unknown,,2026-01-16 21:56:55.763241+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
96caf8cd-513e-427e-81d1-197d41750df0,unknown,,2026-01-16 21:57:04.225927+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
b2260ba2-21b0-4d3f-921a-b484783639e8,fdc45e84-37c6-4c74-b542-10fae66fce83,758,2026-01-16 21:57:06.194586+09,YUA,generation,"{""mode"": ""SEARCH"", ""outmode"": ""SEARCH"", ""answerLength"": 1103}",,,,,,
2566e89c-4358-40bc-8694-c465a0439aba,0e9c97fc-1041-47ed-bb4a-eed6cfb1cfe0,758,2026-01-16 22:11:00.597299+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 22}",,,,,,
ae3f08ea-a53e-4c13-a74d-7e32f26d6550,0e9c97fc-1041-47ed-bb4a-eed6cfb1cfe0,758,2026-01-16 22:11:00.657684+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.34,,SEARCH,APPROVE
ddf1e6ba-0959-4214-8fe3-1714b56109a4,unknown,,2026-01-16 22:11:04.701507+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
1149ffa8-5954-4c40-bb43-e713cd96eedd,unknown,,2026-01-16 22:11:13.234161+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
197d2876-8cd9-4b16-852b-5b6156454889,0e9c97fc-1041-47ed-bb4a-eed6cfb1cfe0,758,2026-01-16 22:11:14.947012+09,YUA,generation,"{""mode"": ""SEARCH"", ""outmode"": ""SEARCH"", ""answerLength"": 1050}",,,,,,
cc7d5a3f-f88c-43ed-8b03-00893dbe4978,e9b6766e-dfb9-448b-a9ce-d227ad5dc544,753,2026-01-16 22:21:25.321632+09,USER,prompt,"{""ip"": ""140.248.29.0"", ""stream"": true, ""messageLength"": 2}",,,,,,
b33dea1c-c7bb-49f6-8845-ba78f0d1618e,e9b6766e-dfb9-448b-a9ce-d227ad5dc544,753,2026-01-16 22:21:25.338631+09,YUA,decision,"{""anchors"": [""EXPAND_SCOPE"", ""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.23,,FAST,APPROVE
63f72de9-6c27-4e4d-aba2-62990338dbf9,unknown,,2026-01-16 22:21:25.364521+09,MODEL,generation,"{""mode"": ""FAST"", ""model"": ""yua-5-mini"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 256}",,,,,,
ebe18dea-3883-4526-a3fc-afaac0f68f10,0064fb39-183d-44d8-a5bb-6b0851c561e9,753,2026-01-16 22:21:50.792933+09,USER,prompt,"{""ip"": ""140.248.29.0"", ""stream"": true, ""messageLength"": 17}",,,,,,
66c8a26d-31d6-4fa0-9a5e-55daa4633fe3,0064fb39-183d-44d8-a5bb-6b0851c561e9,753,2026-01-16 22:21:50.805623+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.18,,SEARCH,APPROVE
0129cc0c-3e4c-4379-8181-5d0005e1ecfc,unknown,,2026-01-16 22:21:52.323363+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
4810d9be-4d43-4658-a5b0-e266e7ed3d1f,unknown,,2026-01-16 22:21:59.211577+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
7b9a121d-7b6e-4c16-9b06-9b487d33ee3b,unknown,,2026-01-16 22:22:03.860367+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
4bd6fcf5-23b4-46dd-b14f-0e54c2b26c4b,unknown,,2026-01-16 22:22:09.561323+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
51c14c51-e64e-4880-bfa0-6187baa97ba1,0064fb39-183d-44d8-a5bb-6b0851c561e9,753,2026-01-16 22:22:14.72891+09,YUA,generation,"{""mode"": ""SEARCH"", ""outmode"": ""SEARCH"", ""answerLength"": 1528}",,,,,,
2bb5c117-ccfb-4bc6-af19-78ecb9ecd7a8,7eee74c0-1a6d-4d7e-bb01-2830245f6f5e,753,2026-01-16 22:23:11.856206+09,USER,prompt,"{""ip"": ""140.248.29.0"", ""stream"": true, ""messageLength"": 15}",,,,,,
4b494114-d6e4-4fe2-93ee-c2c96f503ecd,7eee74c0-1a6d-4d7e-bb01-2830245f6f5e,753,2026-01-16 22:23:11.872851+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.18,,NORMAL,APPROVE
5960cd4a-7769-448d-ad62-85660d396676,unknown,,2026-01-16 22:23:12.936479+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
9f55bce5-611e-4f3e-af84-f4a5daf92632,unknown,,2026-01-16 22:23:19.064554+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
ffb1711a-d74f-43a8-be2b-e133460f2f05,7eee74c0-1a6d-4d7e-bb01-2830245f6f5e,753,2026-01-16 22:23:22.780856+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 131}",,,,,,
95db15bd-6b05-4a6d-8028-ce24381d64a0,78e568de-232b-4507-99e3-b3d299874f94,753,2026-01-16 22:23:44.83731+09,USER,prompt,"{""ip"": ""140.248.29.0"", ""stream"": true, ""messageLength"": 14}",,,,,,
09f88c85-0e87-426a-95d5-0e8a8cde4ca2,78e568de-232b-4507-99e3-b3d299874f94,753,2026-01-16 22:23:44.876929+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.18,,NORMAL,APPROVE
65533f54-39b0-4d74-b895-6ea16d30c72d,unknown,,2026-01-16 22:23:45.186246+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
ac818eb4-24b2-4a41-bfb2-1d9bf1f9af25,78e568de-232b-4507-99e3-b3d299874f94,753,2026-01-16 22:23:53.128894+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 17}",,,,,,
9c91a344-aba4-4f6d-825f-e4b6bcae2bf7,a017ea0a-a0f4-4eb0-b4da-a517353d8d2b,753,2026-01-16 22:25:40.873877+09,USER,prompt,"{""ip"": ""125.251.140.157"", ""stream"": true, ""messageLength"": 32}",,,,,,
2ad8eb19-2712-43b4-8727-cb89a486f272,a017ea0a-a0f4-4eb0-b4da-a517353d8d2b,753,2026-01-16 22:25:40.889865+09,YUA,decision,"{""anchors"": [""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.34,,NORMAL,APPROVE
23628361-00e9-4592-8afe-0f75c9cedd98,unknown,,2026-01-16 22:25:41.193976+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
3887ab81-b12b-4c45-b775-999a628e6b5b,unknown,,2026-01-16 22:25:51.002131+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
7cc0022b-fb10-4893-84ce-e80c4db8329b,a017ea0a-a0f4-4eb0-b4da-a517353d8d2b,753,2026-01-16 22:25:52.669876+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 1003}",,,,,,
d906f2f3-dbc2-4332-8bef-d895efb1bf2b,d85ad180-c9eb-4d95-b7f2-24a9bdf41e08,753,2026-01-16 22:31:08.513102+09,USER,prompt,"{""ip"": ""125.251.140.157"", ""stream"": true, ""messageLength"": 38}",,,,,,
b23a92bb-6368-4c1e-8d76-5ebfe2d12c96,d85ad180-c9eb-4d95-b7f2-24a9bdf41e08,753,2026-01-16 22:31:08.529058+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.38,,NORMAL,APPROVE
be192559-f8df-48aa-9118-f4ee1646a0d4,unknown,,2026-01-16 22:31:09.674603+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
0d2d9e2a-38b0-4d3b-8a94-a7b551018ed3,unknown,,2026-01-16 22:31:21.73085+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
ced669f3-57ee-4b03-8d90-488750851708,d85ad180-c9eb-4d95-b7f2-24a9bdf41e08,753,2026-01-16 22:31:23.020655+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 1229}",,,,,,
6b8c2a2c-9047-4967-b9cc-0be1bcbdf3a8,ea7e42ee-750c-4a50-b78e-f254f8ae64ab,753,2026-01-16 22:33:28.682444+09,USER,prompt,"{""ip"": ""125.251.140.157"", ""stream"": true, ""messageLength"": 36}",,,,,,
eedfe602-0d6e-4212-8a7b-8d7aa6ab4bfd,ea7e42ee-750c-4a50-b78e-f254f8ae64ab,753,2026-01-16 22:33:28.717297+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.41,,SEARCH,APPROVE
d619fe45-5ae4-417a-961f-8453c8c78d9f,unknown,,2026-01-16 22:33:30.776847+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
0bfdedbb-38c8-43f3-8148-4d2e6e4bef4d,unknown,,2026-01-16 22:33:43.17919+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
ce5c6d67-dbb0-4c86-b882-a6f9dda687cf,ea7e42ee-750c-4a50-b78e-f254f8ae64ab,753,2026-01-16 22:33:44.980825+09,YUA,generation,"{""mode"": ""SEARCH"", ""outmode"": ""SEARCH"", ""answerLength"": 1472}",,,,,,
1a34f360-4092-49f4-aa93-a163180d9160,d835b894-d35b-48c4-b726-0c2443d36004,758,2026-01-16 23:46:22.34848+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 16}",,,,,,
cdca27e3-990d-4e0c-bd34-18ee207cacec,d835b894-d35b-48c4-b726-0c2443d36004,758,2026-01-16 23:46:22.423582+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.18,,NORMAL,APPROVE
2c00f88d-16f6-4f1d-9acf-1132ffd26249,unknown,,2026-01-16 23:46:23.976382+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
