event_id,occurred_at,workspace_id,thread_id,trace_id,actor,event_kind,phase,payload,confidence,risk,path,verdict,latency_ms,token_count
52f764ca-efc7-47ee-b64b-d4c6fbc61edc,2026-01-26 21:01:57.587017+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
68053bad-66d8-4aa8-904c-b5569625e0ca,2026-01-26 21:02:26.433683+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
7d81496d-5d9f-4f21-abb7-d979a786fe92,2026-01-26 21:02:29.259739+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,815,9fe70dd6-2a3d-4bd6-b267-748e63ee3941,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 3743}",,,,,,
f4d444a4-2252-4206-a71a-3f83fbc0b949,2026-01-26 21:09:33.573537+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,815,7d00a131-2d51-4637-bb99-c5fcd3ee2eff,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 115785}",,,,,,
7eee179f-b722-421d-9d10-cf41741e1104,2026-01-26 21:09:34.925163+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,815,7d00a131-2d51-4637-bb99-c5fcd3ee2eff,YUA,decision,decision,"{""anchors"": [""VERIFY_LOGIC""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",0.9,,NORMAL,APPROVE,,
0749758b-5117-4828-9e90-21cf778f467d,2026-01-26 21:09:37.200456+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
7820a2a1-26f1-46f9-84e0-d2b8f6ce9c40,2026-01-26 21:09:57.3684+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
84cb1487-5aac-4a13-ac87-78d6b024c528,2026-01-26 21:09:59.937151+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,815,7d00a131-2d51-4637-bb99-c5fcd3ee2eff,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 3713}",,,,,,
58d39b1c-0552-45c6-aabb-a1e40875e345,2026-01-26 21:26:02.229659+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,814,5546f773-9366-4b77-a758-d9932ad8cf22,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 13}",,,,,,
b1ad2e8d-4e8b-4064-8615-623afe1dc353,2026-01-26 21:26:02.277764+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,814,5546f773-9366-4b77-a758-d9932ad8cf22,YUA,decision,decision,"{""anchors"": [""NEXT_STEP""], ""turnIntent"": ""CONTINUATION"", ""cognitiveLoad"": ""low""}",0.6,,NORMAL,APPROVE,,
58f6046e-0930-4cb1-822d-b61f17c1fbd6,2026-01-26 21:26:03.433861+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
cb1ef8b6-4df6-4ce2-8a7f-3c5d3974e823,2026-01-26 21:26:22.958444+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
d72c5de3-1e60-410f-a06d-ada24495150e,2026-01-26 21:26:30.832703+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,814,5546f773-9366-4b77-a758-d9932ad8cf22,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 2479}",,,,,,
be5d9889-57ff-447b-900b-9d0c2bf0801b,2026-01-26 21:40:18.63302+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,814,9f5228e5-632c-47c6-8720-5e2c830cab27,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 16936}",,,,,,
50117879-c29d-47b4-98c9-186fdd9dfa6d,2026-01-26 21:40:18.669817+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,814,9f5228e5-632c-47c6-8720-5e2c830cab27,YUA,decision,decision,"{""anchors"": [""VERIFY_LOGIC""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",0.6,,NORMAL,APPROVE,,
81d104ce-c3ac-410f-8267-d4e2d11a7680,2026-01-26 21:40:19.897433+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
c72e4601-dfc0-4874-b275-c983a929d22c,2026-01-26 21:40:29.113554+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
9310825b-11c6-4f71-b490-3ac7b55a4364,2026-01-26 21:40:33.055161+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,814,9f5228e5-632c-47c6-8720-5e2c830cab27,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 1366}",,,,,,
505723cb-a648-4c2b-b771-937732ef1f05,2026-01-26 21:56:27.542453+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,815,19095f9b-c436-44e5-add5-67c3df9f4b1b,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 28}",,,,,,
50f1438d-2f35-47d0-9d3f-7d7cc51a66b1,2026-01-26 21:56:27.589355+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,815,19095f9b-c436-44e5-add5-67c3df9f4b1b,YUA,decision,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",0.2,,NORMAL,APPROVE,,
c39598b5-053e-48de-a729-bd4c3882c025,2026-01-26 21:56:28.916005+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
5ad7de85-b712-4bc3-9d38-96d7fc54ba40,2026-01-26 21:56:32.505581+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
db0b38ce-ae71-4a38-8e92-ae92d6fcfa7f,2026-01-26 21:56:35.99509+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,815,19095f9b-c436-44e5-add5-67c3df9f4b1b,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 253}",,,,,,
93664c1d-7a19-4359-8c8d-dc0ea1b19766,2026-01-26 22:00:04.253222+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,815,417c3b5a-dcff-46ec-bb14-c3edfdba3a62,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 16}",,,,,,
8c7fe8bc-7f04-4c5b-a6da-678dd30fb306,2026-01-26 22:00:04.27336+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,815,417c3b5a-dcff-46ec-bb14-c3edfdba3a62,YUA,decision,decision,"{""anchors"": [], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",0.7,,NORMAL,APPROVE,,
2acb5801-f133-4c2b-bdfb-ce2fa7519512,2026-01-26 22:00:04.811114+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
fe3108ee-6ecc-4715-bca5-ad1b892b1f74,2026-01-26 22:00:12.412234+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
188b0c28-f510-46ab-a5f1-185a3e3c1d28,2026-01-26 22:00:17.368665+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,815,417c3b5a-dcff-46ec-bb14-c3edfdba3a62,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 1160}",,,,,,
219a619e-407b-487a-bee1-7382af46d90c,2026-01-26 22:05:33.273065+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,815,4bf20c62-7269-474b-a999-95538eca855c,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 24}",,,,,,
151c3ce0-f478-4a82-8a12-6c2c4e1706c6,2026-01-26 22:05:33.290216+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,815,4bf20c62-7269-474b-a999-95538eca855c,YUA,decision,decision,"{""anchors"": [], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",0.7,,NORMAL,APPROVE,,
fe91c1a2-a33c-4aa1-8abb-60482fd9fcb0,2026-01-26 22:05:34.473375+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
d6c8003b-c5a3-43ea-bd5d-43cd9199bbe0,2026-01-26 22:05:41.906638+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
a597d963-2ad8-4e78-90ef-c251991fa88c,2026-01-26 22:05:45.517247+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,815,4bf20c62-7269-474b-a999-95538eca855c,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 745}",,,,,,
ceb85a33-a708-427b-a864-b94ad65867dd,2026-01-26 22:13:13.822759+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,814,5d893bb8-fd36-4240-9723-3f60c24d9493,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 8}",,,,,,
2afe9a11-34e0-4a1c-b1ba-84b80510ffb0,2026-01-26 22:13:13.854551+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,814,5d893bb8-fd36-4240-9723-3f60c24d9493,YUA,decision,decision,"{""anchors"": [""EXPAND_SCOPE"", ""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",0.25,,NORMAL,APPROVE,,
9485f4db-08c9-46f0-8e04-7a7d94535a76,2026-01-26 22:13:14.966848+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
fe5a7fc4-c2d7-42b4-a4d1-96f349e07a62,2026-01-26 22:13:18.766209+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
15d1c34b-c833-41ef-8dd3-0df066411884,2026-01-26 22:13:23.506986+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,814,5d893bb8-fd36-4240-9723-3f60c24d9493,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 322}",,,,,,
0ea1dc23-b592-4e8c-8e4c-ac4c04b595a2,2026-01-27 10:35:05.374913+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,812,975c595b-2387-48e1-bf39-f5daebc6bbaa,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 10}",,,,,,
ad429eb9-51a9-4143-9e9c-7bc9939bd5da,2026-01-27 10:35:05.41396+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,812,975c595b-2387-48e1-bf39-f5daebc6bbaa,YUA,decision,decision,"{""anchors"": [], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",0.7,,NORMAL,APPROVE,,
93752ca0-585f-4827-a60a-e015e1a36629,2026-01-27 10:35:07.342898+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
16664f2e-f4df-412d-8eee-a9e9d7fa505f,2026-01-27 10:35:29.797919+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
7d7ce78e-1c42-4e2a-84cd-853edcbc4acd,2026-01-27 10:35:31.754007+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,812,975c595b-2387-48e1-bf39-f5daebc6bbaa,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 3242}",,,,,,
3b22ec06-787b-49ee-9b99-6dc4b82d837b,2026-01-27 11:56:48.8557+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,b83d678c-da1a-44e1-a749-80146d817cf3,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 20}",,,,,,
d6b64cb4-56f1-4afb-86c7-bc19b18cc56b,2026-01-27 11:56:48.890116+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,b83d678c-da1a-44e1-a749-80146d817cf3,YUA,decision,decision,"{""anchors"": [], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",0.7,,NORMAL,APPROVE,,
5422f2c9-4914-47f2-85e2-be7236f03083,2026-01-27 11:56:50.079289+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
1aad0a31-c0ec-433b-816c-b12e62d948f3,2026-01-27 11:57:06.353941+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
ced6f607-7922-4f79-832a-3b7384c1311b,2026-01-27 11:57:11.162376+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,b83d678c-da1a-44e1-a749-80146d817cf3,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 1435}",,,,,,
92c02b40-1062-4575-b15e-d8ab2f99c7ef,2026-01-27 12:07:41.046695+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,19951509-123b-493c-94a6-fbb99ae5e0cd,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 9}",,,,,,
148c0ce7-7544-4add-a27e-e4376fa0c2a8,2026-01-27 12:07:41.103279+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,19951509-123b-493c-94a6-fbb99ae5e0cd,YUA,decision,decision,"{""anchors"": [], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",0.7,,NORMAL,APPROVE,,
e25d4f1f-3d19-4a0b-a846-8bccd612fae2,2026-01-27 12:07:42.268642+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
6ca04293-9a1f-4cc2-96d7-c146f8c115ce,2026-01-27 12:07:51.163575+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
6fe719f2-7072-47ed-97f7-f3da65a07202,2026-01-27 12:08:01.992199+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,19951509-123b-493c-94a6-fbb99ae5e0cd,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 1908}",,,,,,
ea11e941-dfe8-41da-b565-ff01799a61d4,2026-01-27 12:17:49.875065+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,bd54dcc6-7dd8-4b18-b338-6e7410b71147,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 26}",,,,,,
99b0039a-8508-4bcc-a124-58e9ceed0e47,2026-01-27 12:17:49.933695+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,bd54dcc6-7dd8-4b18-b338-6e7410b71147,YUA,decision,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",0.28,,NORMAL,APPROVE,,
9130f987-1172-46bb-9fa9-5c4b5a8f64b1,2026-01-27 12:17:51.235358+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
c6a560c1-bd8d-46f0-9ad0-bac8be9a337a,2026-01-27 12:17:59.765725+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
800e3eea-f11b-4643-aca5-c06aa21ad995,2026-01-27 12:18:02.732915+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,bd54dcc6-7dd8-4b18-b338-6e7410b71147,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 765}",,,,,,
eba23d43-d029-44ae-b8be-dd517998d4ec,2026-01-27 12:22:36.864461+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,a8a4ce9a-473f-467f-b355-01c02e2d5ccf,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 31}",,,,,,
915487bd-33c7-4d3b-8eb9-ef578882717f,2026-01-27 12:22:36.881175+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,a8a4ce9a-473f-467f-b355-01c02e2d5ccf,YUA,decision,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",0.29,,NORMAL,APPROVE,,
f8d63896-6650-4cb9-937d-52e2d1d50033,2026-01-27 12:22:38.01412+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
1e328155-28fb-4759-b7b3-3343afec59f1,2026-01-27 12:22:46.674386+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
387c7e66-0ddf-4851-8b56-9c6fbc23ac8e,2026-01-27 12:22:48.877884+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,a8a4ce9a-473f-467f-b355-01c02e2d5ccf,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 847}",,,,,,
2df005b9-2339-4a45-98d0-e1d10fb8027c,2026-01-27 12:29:06.009714+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,500be2e8-690a-417e-9c3f-c8654bd11c2b,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 65}",,,,,,
5c798816-62b3-44f9-8cd1-444783abec82,2026-01-27 12:29:06.03396+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,500be2e8-690a-417e-9c3f-c8654bd11c2b,YUA,decision,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""CONTINUATION"", ""cognitiveLoad"": ""low""}",0.38,,NORMAL,APPROVE,,
28f14d33-6ab2-4f05-a92f-e6d45eb63b30,2026-01-27 12:29:07.190811+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
ad942c99-9581-4845-a98c-89943a6e1580,2026-01-27 12:29:25.418951+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
5f834d33-d31a-47ce-88c6-02dd2f7f526c,2026-01-27 12:29:37.219516+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,500be2e8-690a-417e-9c3f-c8654bd11c2b,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 2726}",,,,,,
856ca594-c06f-4582-b747-0d2d850f3ec9,2026-01-27 12:34:40.034771+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,4d4aa1f7-6498-49c4-81b0-a553ab4ff27a,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 6220}",,,,,,
94a8e0fc-b747-4fa5-990f-c8b3483ea144,2026-01-27 12:34:40.058936+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,4d4aa1f7-6498-49c4-81b0-a553ab4ff27a,YUA,decision,decision,"{""anchors"": [""VERIFY_LOGIC""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",0.6,,NORMAL,APPROVE,,
beeb372d-8555-49c9-9840-2f6a52408acf,2026-01-27 12:34:41.256155+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
b7f280ef-8098-4677-86a1-02d90c76ba5b,2026-01-27 12:35:00.450689+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
a48cfd38-d325-495f-ba91-712efebf6262,2026-01-27 12:35:09.398819+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,4d4aa1f7-6498-49c4-81b0-a553ab4ff27a,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 3788}",,,,,,
d87e82eb-7399-46d5-9588-e66d8670d083,2026-01-27 12:54:27.63913+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,a502d310-5bd6-47d7-a5d2-5aa84cf85f95,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 12}",,,,,,
7cefb18d-a93e-4710-b37f-93c3d660a365,2026-01-27 12:54:27.681336+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,a502d310-5bd6-47d7-a5d2-5aa84cf85f95,YUA,decision,decision,"{""anchors"": [""EXPAND_SCOPE"", ""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",0.25,,NORMAL,APPROVE,,
345ace07-668b-47d2-8ea9-84898c0c853e,2026-01-27 12:54:29.46581+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
582f0031-4808-4a00-be71-e0a50f9ac0d2,2026-01-27 12:54:33.857485+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
a7bd62c5-b409-4a19-8bb6-0e37eefce166,2026-01-27 12:54:38.959424+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,810,a502d310-5bd6-47d7-a5d2-5aa84cf85f95,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 279}",,,,,,
